# users: Sarah Needham
# sample descripton: CHO_WTEGFR_2nMEGF_topup
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0028_5289d824-049a-419e-b21a-c934ad7a5775,10,x,,,,,,325,337,,,,2,600
,,x,,,,,,339,344,,,
,,,x,,,,,252,321,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0028_5289d824-049a-419e-b21a-c934ad7a5775,16,x,,,,,,23,28,,,,2,600
,,x,,,,,,33,42,,,
,,,x,,,,,2,21,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0028_5289d824-049a-419e-b21a-c934ad7a5775,84,x,,,,,,154,173,,,,2,600
,,,x,,,,,54,147,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0028_5289d824-049a-419e-b21a-c934ad7a5775,92,x,,,,,,87,91,,,,3,600
,,x,,,,,,104,109,,,
,,x,,,,,,113,132,,,
,,,x,,,,,14,61,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0028_5289d824-049a-419e-b21a-c934ad7a5775,148,x,,,,,,123,130,,,,2,600
,,x,,,,,,101,119,,,
,,,x,,,,,32,95,,,
,,,x,,,,,26,30,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0028_5289d824-049a-419e-b21a-c934ad7a5775,152,x,,,,,,85,89,,,,2,600
,,x,,,,,,91,95,,,
,,x,,,,,,100,129,,,
,,,x,,,,,2,31,,,
,,,x,,,,,50,77,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0028_5289d824-049a-419e-b21a-c934ad7a5775,203,x,,,,,,322,325,,,,2,600
,,x,,,,,,329,332,,,
,,x,,,,,,341,344,,,
,,x,,,,,,399,417,,,
,,x,,,,,,419,441,,,
,,x,,,,,,394,397,,,
,,x,,,,,,346,350,,,
,,x,,,,,,352,356,,,
,,x,,,,,,359,365,,,
,,x,,,,,,375,378,,,
,,x,,,,,,387,392,,,
,,x,,,,,,460,463,,,
,,x,,,,,,467,473,,,
,,x,,,,,,508,514,,,
,,x,,,,,,523,527,,,
,,,x,,,,,246,272,,,
,,,x,,,,,274,279,,,
,,,x,,,,,281,295,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0028_5289d824-049a-419e-b21a-c934ad7a5775,444,x,,,,,,92,95,,,,2,600
,,x,,,,,,99,104,,,
,,x,,,,,,106,115,,,
,,x,,,,,,117,125,,,
,,x,,,,,,158,161,,,
,,x,,,,,,167,171,,,
,,,x,,,,,30,34,,,
,,,x,,,,,36,43,,,
,,,x,,,,,53,61,,,
,,,x,,,,,63,67,,,
,,,x,,,,,69,73,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0028_5289d824-049a-419e-b21a-c934ad7a5775,483,x,,,,,,35,80,,,,2,600
,,,x,,,,,12,31,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0028_5289d824-049a-419e-b21a-c934ad7a5775,522,x,,,,,,303,362,,,,2,600
,,,x,,,,,240,285,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0028_5289d824-049a-419e-b21a-c934ad7a5775,6956,x,,,,,,380,387,,,,2,600
,,x,,,,,,420,425,,,
,,x,,,,,,427,437,,,
,,x,,,,,,453,456,,,
,,x,,,,,,482,485,,,
,,x,,,,,,497,513,,,
,,,x,,,,,342,353,,,
,,,x,,,,,355,364,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0028_5289d824-049a-419e-b21a-c934ad7a5775,8464,x,,,,,,441,444,,,,2,600
,,x,,,,,,446,449,,,
,,x,,,,,,456,467,,,
,,x,,,,,,477,482,,,
,,x,,,,,,470,475,,,
,,,x,,,,,392,400,,,
,,,x,,,,,407,417,,,
