# users: Sarah Needham
# sample descripton: CHO_WTEGFR_2nMEGF_topup
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0038_d66f6d41-f0bf-402a-9c09-038cd9a4743a,4047,x,,,,,,290,299,,,
,,x,,,,,,275,280,,,
,,x,,,,,,266,273,,,
,,x,,,,,,254,258,,,
,,,x,,,,,230,244,,,
,,,x,,,,,223,228,,,
,,,x,,,,,217,221,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0038_d66f6d41-f0bf-402a-9c09-038cd9a4743a,4541,x,,,,,,372,375,,,
,,x,,,,,,398,401,,,
,,x,,,,,,422,426,,,
,,x,,,,,,446,451,,,
,,x,,,,,,459,462,,,
,,x,,,,,,465,469,,,
,,x,,,,,,531,534,,,
,,x,,,,,,592,596,,,
,,x,,,,,,606,611,,,
,,x,,,,,,613,642,,,
,,x,,,,,,664,680,,,
,,x,,,,,,647,650,,,
,,,x,,,,,311,321,,,
,,,x,,,,,327,334,,,
,,,x,,,,,342,347,,,
,,,x,,,,,355,365,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0038_d66f6d41-f0bf-402a-9c09-038cd9a4743a,6496,x,,,,,,335,414,,,
,,x,,,,,,498,518,,,
,,,x,,,,,424,483,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0038_d66f6d41-f0bf-402a-9c09-038cd9a4743a,10306,x,,,,,,686,693,,,
,,x,,,,,,695,703,,,
,,x,,,,,,705,708,,,
,,x,,,,,,713,726,,,
,,x,,,,,,740,745,,,
,,,x,,,,,644,652,,,
,,,x,,,,,658,663,,,
