# users: Sarah Needham
# sample descripton: CHO_WTEGFR_2nMEGF_topup
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0027_09156b9c-0a38-40d8-b9eb-bc0f648206eb,410,x,,,,,,339,369,,,,100,450
,,x,,,,,,320,337,,,
,,x,,,,,,240,318,,,
,,,x,,,,,153,220,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0027_09156b9c-0a38-40d8-b9eb-bc0f648206eb,4877,x,,,,,,424,438,,,,101,450
,,x,,,,,,443,450,,,
,,,x,,,,,382,413,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0027_09156b9c-0a38-40d8-b9eb-bc0f648206eb,4893,x,,,,,,379,386,,,,100,450
,,x,,,,,,393,396,,,
,,x,,,,,,398,402,,,
,,x,,,,,,413,419,,,
,,x,,,,,,434,440,,,
,,x,,,,,,442,446,,,
,,,x,,,,,336,346,,,
,,,x,,,,,354,369,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0027_09156b9c-0a38-40d8-b9eb-bc0f648206eb,9620,x,,,,,,438,450,,,
,,x,,,,,,425,436,,,
,,x,,,,,,410,416,,,
,,x,,,,,,403,408,,,
,,x,,,,,,391,396,,,
,,,x,,,,,360,379,,,
