# users: Sarah Needham
# sample descripton: CHO_WTEGFR_2nMEGF_topup
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0039_c1c55c5d-9137-4926-a783-6543fcaed6d6,70,x,,,,,,87,107,,,,12,611
,,x,,,,,,120,133,,,
,,x,,,,,,135,140,,,
,,x,,,,,,169,278,,,
,,,x,,,,,34,73,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0039_c1c55c5d-9137-4926-a783-6543fcaed6d6,139,x,,,,,,66,71,,,,12,613
,,x,,,,,,74,88,,,
,,x,,,,,,94,104,,,
,,x,,,,,,108,112,,,
,,,x,,,,,35,54,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0039_c1c55c5d-9137-4926-a783-6543fcaed6d6,341,x,,,,,,226,245,,,,12,611
,,,x,,,,,120,219,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0039_c1c55c5d-9137-4926-a783-6543fcaed6d6,367,x,,,,,,103,106,,,,12,613
,,x,,,,,,109,112,,,
,,x,,,,,,122,127,,,
,,x,,,,,,114,120,,,
,,,x,,,,,37,96,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0039_c1c55c5d-9137-4926-a783-6543fcaed6d6,809,x,,,,,,381,394,,,,12,611
,,x,,,,,,400,418,,,
,,x,,,,,,420,436,,,
,,,x,,,,,283,372,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0039_c1c55c5d-9137-4926-a783-6543fcaed6d6,5106,x,,,,,,235,250,,,,12,611
,,x,,,,,,252,274,,,
,,x,,,,,,276,280,,,
,,x,,,,,,282,295,,,
,,x,,,,,,297,304,,,
,,,x,,,,,206,225,,,
