# users: Sarah Needham
# sample descripton: CHO_WTEGFR_2nMEGF_topup
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0026_4fb55978-b5de-4c29-9ac1-4fd53deeef80,3,x,,,,,,73,92,,,,2,230
,,,x,,,,,12,31,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0026_4fb55978-b5de-4c29-9ac1-4fd53deeef80,45,x,,,,,,88,207,,,,2,230
,,,x,,,,,47,86,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0026_4fb55978-b5de-4c29-9ac1-4fd53deeef80,50,x,,,,,,103,153,,,,2,230
,,x,,,,,,158,217,,,
,,,x,,,,,54,71,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0026_4fb55978-b5de-4c29-9ac1-4fd53deeef80,97,x,,,,,,125,230,,,,2,230
,,,x,,,,,17,113,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0026_4fb55978-b5de-4c29-9ac1-4fd53deeef80,219,x,,,,,,144,230,,,,2,230
,,,x,,,,,112,141,,,
,,,x,,,,,52,102,,,
,,,x,,,,,2,41,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0026_4fb55978-b5de-4c29-9ac1-4fd53deeef80,299,x,,,,,,203,206,,,,2,230
,,x,,,,,,191,201,,,
,,x,,,,,,167,171,,,
,,x,,,,,,183,186,,,
,,,x,,,,,112,164,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0026_4fb55978-b5de-4c29-9ac1-4fd53deeef80,311,x,,,,,,110,147,,,,2,230
,,x,,,,,,88,100,,,
,,,x,,,,,36,85,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0026_4fb55978-b5de-4c29-9ac1-4fd53deeef80,312,x,,,,,,70,81,,,,2,230
,,,x,,,,,2,32,,,
,,,x,,,,,43,47,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0026_4fb55978-b5de-4c29-9ac1-4fd53deeef80,385,x,,,,,,195,230,,,,2,230
,,,x,,,,,117,136,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160121_0001_0026_4fb55978-b5de-4c29-9ac1-4fd53deeef80,597,x,,,,,,227,230,,,,2,230
,,x,,,,,,204,212,,,
,,x,,,,,,198,201,,,
,,x,,,,,,186,189,,,
,,x,,,,,,172,175,,,
,,x,,,,,,149,166,,,
,,x,,,,,,130,140,,,
,,x,,,,,,123,127,,,
,,,x,,,,,43,112,,,
