folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160822_0001_0030_18d10927-9e5e-40f7-b5b0-db43d7c0cac5,4347,x,,,,,,167,172,,,
,,x,,,,,,178,181,,,
,,x,,,,,,247,251,,,
,,,x,,,,,138,146,,,
,,,x,,,,,148,154,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160822_0001_0031_70eed3b8-7633-42b3-b201-57c459e193aa,39,x,,,,,,402,409,,,
,,x,,,,,,411,481,,,
,,,x,,,,,359,398,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160822_0001_0031_70eed3b8-7633-42b3-b201-57c459e193aa,134,x,,,,,,132,135,,,
,,x,,,,,,137,143,,,
,,x,,,,,,147,169,,,
,,x,,,,,,186,190,,,
,,x,,,,,,171,178,,,
,,,x,,,,,72,87,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160822_0001_0031_70eed3b8-7633-42b3-b201-57c459e193aa,423,x,,,,,,127,145,,,
,,,x,,,,,44,124,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160822_0001_0031_70eed3b8-7633-42b3-b201-57c459e193aa,424,x,,,,,,518,524,,,
,,x,,,,,,532,540,,,
,,,x,,,,,471,486,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160822_0001_0031_70eed3b8-7633-42b3-b201-57c459e193aa,1054,x,,,,,,441,449,,,
,,x,,,,,,430,436,,,
,,x,,,,,,425,428,,,
,,x,,,,,,417,420,,,
,,x,,,,,,390,394,,,
,,,x,,,,,221,227,,,
,,,x,,,,,262,266,,,
,,,x,,,,,298,301,,,
,,,x,,,,,312,315,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160822_0001_0032_5eb86e23-0252-4360-ac36-0953d0b7097f,150,x,,,,,,137,143,,,,80,290
,,x,,,,,,154,157,,,
,,x,,,,,,165,192,,,
,,x,,,,,,160,163,,,
,,,x,,,,,80,131,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160822_0001_0032_5eb86e23-0252-4360-ac36-0953d0b7097f,218,x,,,,,,91,150,,,,80,290
,,,x,,,,,80,85,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160822_0001_0032_5eb86e23-0252-4360-ac36-0953d0b7097f,277,x,,,,,,268,290,,,,80,290
,,x,,,,,,258,266,,,
,,x,,,,,,241,256,,,
,,x,,,,,,230,240,,,
,,,x,,,,,193,220,,,
,,,x,,,,,180,189,,,
