# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR 5nM AffiCF640R
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0005_5925f808-e501-424d-a672-4f1447f9c41d,10,x,,,,,,33,81,,,
,,x,,,,,,84,112,,,
,,,x,,,,,2,21,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0005_5925f808-e501-424d-a672-4f1447f9c41d,1458,x,,,,,,44,56,,,
,,x,,,,,,58,62,,,
,,x,,,,,,65,75,,,
,,,x,,,,,33,40,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0005_5925f808-e501-424d-a672-4f1447f9c41d,1691,x,,,,,,88,99,,,
,,x,,,,,,101,104,,,
,,x,,,,,,106,114,,,
,,x,,,,,,118,128,,,
,,x,,,,,,136,142,,,
,,x,,,,,,159,164,,,
,,x,,,,,,168,175,,,
,,x,,,,,,182,189,,,
,,x,,,,,,177,180,,,
,,x,,,,,,203,220,,,
,,x,,,,,,227,231,,,
,,x,,,,,,241,247,,,
,,,x,,,,,58,74,,,
,,,x,,,,,76,81,,,
,,,x,,,,,37,41,,,
,,,x,,,,,26,35,,,
,,,x,,,,,13,24,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0005_5925f808-e501-424d-a672-4f1447f9c41d,5852,x,,,,,,441,460,,,
,,,x,,,,,472,492,,,
