# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR 5nM AffiCF640R
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0024_d1562503-72c0-4748-acd9-340e720c4039,46,x,,,,,,209,440,,,
,,,x,,,,,49,84,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0024_d1562503-72c0-4748-acd9-340e720c4039,59,x,,,,,,278,471,,,
,,,x,,,,,162,268,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0024_d1562503-72c0-4748-acd9-340e720c4039,258,x,,,,,,275,293,,,
,,,x,,,,,238,267,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0024_d1562503-72c0-4748-acd9-340e720c4039,286,x,,,,,,97,126,,,
,,,x,,,,,76,93,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0024_d1562503-72c0-4748-acd9-340e720c4039,506,x,,,,,,145,274,,,
,,,x,,,,,114,139,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0024_d1562503-72c0-4748-acd9-340e720c4039,527,x,,,,,,101,169,,,
,,,x,,,,,44,90,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0024_d1562503-72c0-4748-acd9-340e720c4039,1188,x,,,,,,228,305,,,
,,,x,,,,,77,216,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0024_d1562503-72c0-4748-acd9-340e720c4039,1659,x,,,,,,61,329,,,
,,,x,,,,,39,58,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0024_d1562503-72c0-4748-acd9-340e720c4039,4739,x,,,,,,354,443,,,
,,,x,,,,,227,286,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0024_d1562503-72c0-4748-acd9-340e720c4039,6388,x,,,,,,295,333,,,
,,,x,,,,,343,382,,,
