10.7,70.443,0.0204104243405,0.0264470860507,0.0119488223895,0.109044129277,0.0632272250053,0.21034095378,6.6930616285,172.026432623,285.576028178,709.283152105,1511.12630192,18,29,15220.2317166,30081.5690329
5.6,202.4,0.0123622756759,0.00694306580306,0.0150952886573,0.113450630025,0.0640438858414,0.832844443285,7.59104831302,53.8168635092,243.339845593,879.374795555,1032.40352971,268,19,13898.7523576,28411.1539885
3.7,152.85,0.008437562651,0.00966052299701,0.00682658919727,0.0842184869715,0.0801942651904,0.583659151275,7.36420485128,104.348971647,117.198831998,909.69324454,1376.77454167,77,139,14805.0034497,31643.0206132
4.4,236.544,0.0115429097666,0.00617386535719,0.0141304393898,0.0936313040238,0.0823939123348,0.601161529998,7.2265793941,57.7284292756,211.945857573,875.494977555,1235.84609982,231,35,17647.8418687,32905.6157924
5.8,126.842,0.0114762508565,0.0117781096214,0.0108149141704,0.0964079822372,0.0725486497672,0.430318588665,6.44600755972,128.110873077,201.658589126,1048.63269005,1352.7669406,68,46,15058.6759105,30538.1160836
6.9,176.05,0.0142945103466,0.0150083134291,0.014288231892,0.140790459672,0.108815932173,0.671927684021,5.90482535432,68.6212903167,94.7235045436,643.724763122,721.392718396,89,59,7695.06328454,15755.843601
8.2,8.398,0.0158604798857,0.0185870185406,0.0101364823408,0.113060419929,0.0624854736823,0.0281914023527,4.86659049385,166.251345882,197.837905459,1011.26745734,1219.55475473,38,39,10967.7021998,21824.2003706
7.2,80.5,0.0125158209976,0.00879883954666,0.0133895547717,0.0995475057602,0.0655951541475,0.282689988673,6.03841526715,112.020918643,259.043136882,1267.37201931,1269.04701346,129,25,18742.441323,34058.3927344
9.1,9.086,0.0137407030602,0.0157417102692,0.0120511737031,0.218123535875,0.123487783608,0.0866351670524,4.16348953924,41.5208554889,61.9283071717,575.329850244,634.576314608,193,106,5078.83897598,10116.2706368
18.1,181.569,0.0267573707779,0.0275732007974,0.0276165864996,0.14590366432,0.110466345998,0.484018841733,4.01983763828,132.500638302,297.323950857,701.127475007,1189.29580343,29,17,9342.05862742,16941.2532744
45.5,1.245,0.080448724724,0.116865651408,0.0496631105659,0.421365098492,0.185822344499,0.0768005537255,2.81813667,208.918096001,118.23039903,753.264907505,442.377645873,14,15,3149.87876674,6519.36289062
6.8,353.3,0.0215069499446,0.0264573427259,0.0118601793845,0.109086418632,0.105415580194,1.31918230131,6.21559570626,198.419809377,206.595787462,818.105832278,1836.26352476,18,80,17326.9759657,33825.4627441
19.3,378.543,0.093002440183,0.067101288354,0.0988684790702,0.321806473943,0.382915972904,1.390165619,3.27561921129,131.359190861,91.514308002,629.97654841,354.433390832,24,16,3459.36653137,6683.91864014
14.6,64.362,0.0273520905812,0.0270775487569,0.0247135060043,0.173380908736,0.0924694722942,0.206374271998,7.08965931587,146.612468128,257.691141125,938.777848182,964.191961698,42,15,11836.1559012,25327.5635417
11.0,21.87,0.0162287205793,0.0164735286292,0.0164984101957,0.143612893076,0.101703030837,0.114047656592,5.06246236726,79.5256958693,146.035844069,693.288943418,900.225402117,77,39,9825.63881138,17892.7452173
9.0,140.4,0.0174481906178,0.0232964291211,0.0140886132916,0.116482145605,0.0745499341745,0.531760236814,6.23804831103,120.804436624,260.990323688,604.022183121,1381.03098215,26,29,10511.6573392,22894.5148842
7.9,31.892,0.0121590207285,0.0129930585134,0.0122346975655,0.107143505301,0.0754197409951,0.101833615591,6.55617812081,92.6788103521,143.000221311,764.249048676,881.512566676,69,39,11076.6954682,21866.6017628
6.9,169.75,0.0170368184363,0.0183607662856,0.0142685868245,0.103864178787,0.098855669329,0.644356438333,4.86877349607,171.898298954,193.894730228,972.403622917,1343.3420963,33,49,11467.7131866,22742.5545679
10.7,70.443,0.0204104243405,0.0264470860507,0.0119488223895,0.109044129277,0.0632272250053,0.21034095378,6.6930616285,172.026432623,285.576028178,709.283152105,1511.12630192,18,29,15220.2317166,30081.5690329
5.6,202.4,0.0123622756759,0.00694306580306,0.0150952886573,0.113450630025,0.0640438858414,0.832844443285,7.59104831302,53.8168635092,243.339845593,879.374795555,1032.40352971,268,19,13898.7523576,28411.1539885
3.7,152.85,0.008437562651,0.00966052299701,0.00682658919727,0.0842184869715,0.0801942651904,0.583659151275,7.36420485128,104.348971647,117.198831998,909.69324454,1376.77454167,77,139,14805.0034497,31643.0206132
4.4,236.544,0.0115429097666,0.00617386535719,0.0141304393898,0.0936313040238,0.0823939123348,0.601161529998,7.2265793941,57.7284292756,211.945857573,875.494977555,1235.84609982,231,35,17647.8418687,32905.6157924
5.8,126.842,0.0114762508565,0.0117781096214,0.0108149141704,0.0964079822372,0.0725486497672,0.430318588665,6.44600755972,128.110873077,201.658589126,1048.63269005,1352.7669406,68,46,15058.6759105,30538.1160836
6.9,176.05,0.0142945103466,0.0150083134291,0.014288231892,0.140790459672,0.108815932173,0.671927684021,5.90482535432,68.6212903167,94.7235045436,643.724763122,721.392718396,89,59,7695.06328454,15755.843601
8.2,8.398,0.0158604798857,0.0185870185406,0.0101364823408,0.113060419929,0.0624854736823,0.0281914023527,4.86659049385,166.251345882,197.837905459,1011.26745734,1219.55475473,38,39,10967.7021998,21824.2003706
7.2,80.5,0.0125158209976,0.00879883954666,0.0133895547717,0.0995475057602,0.0655951541475,0.282689988673,6.03841526715,112.020918643,259.043136882,1267.37201931,1269.04701346,129,25,18742.441323,34058.3927344
9.1,9.086,0.0137407030602,0.0157417102692,0.0120511737031,0.218123535875,0.123487783608,0.0866351670524,4.16348953924,41.5208554889,61.9283071717,575.329850244,634.576314608,193,106,5078.83897598,10116.2706368
18.1,181.569,0.0267573707779,0.0275732007974,0.0276165864996,0.14590366432,0.110466345998,0.484018841733,4.01983763828,132.500638302,297.323950857,701.127475007,1189.29580343,29,17,9342.05862742,16941.2532744
45.5,1.245,0.080448724724,0.116865651408,0.0496631105659,0.421365098492,0.185822344499,0.0768005537255,2.81813667,208.918096001,118.23039903,753.264907505,442.377645873,14,15,3149.87876674,6519.36289062
6.8,353.3,0.0215069499446,0.0264573427259,0.0118601793845,0.109086418632,0.105415580194,1.31918230131,6.21559570626,198.419809377,206.595787462,818.105832278,1836.26352476,18,80,17326.9759657,33825.4627441
19.3,378.543,0.093002440183,0.067101288354,0.0988684790702,0.321806473943,0.382915972904,1.390165619,3.27561921129,131.359190861,91.514308002,629.97654841,354.433390832,24,16,3459.36653137,6683.91864014
14.6,64.362,0.0273520905812,0.0270775487569,0.0247135060043,0.173380908736,0.0924694722942,0.206374271998,7.08965931587,146.612468128,257.691141125,938.777848182,964.191961698,42,15,11836.1559012,25327.5635417
11.0,21.87,0.0162287205793,0.0164735286292,0.0164984101957,0.143612893076,0.101703030837,0.114047656592,5.06246236726,79.5256958693,146.035844069,693.288943418,900.225402117,77,39,9825.63881138,17892.7452173
9.0,140.4,0.0174481906178,0.0232964291211,0.0140886132916,0.116482145605,0.0745499341745,0.531760236814,6.23804831103,120.804436624,260.990323688,604.022183121,1381.03098215,26,29,10511.6573392,22894.5148842
7.9,31.892,0.0121590207285,0.0129930585134,0.0122346975655,0.107143505301,0.0754197409951,0.101833615591,6.55617812081,92.6788103521,143.000221311,764.249048676,881.512566676,69,39,11076.6954682,21866.6017628
6.9,169.75,0.0170368184363,0.0183607662856,0.0142685868245,0.103864178787,0.098855669329,0.644356438333,4.86877349607,171.898298954,193.894730228,972.403622917,1343.3420963,33,49,11467.7131866,22742.5545679
8.9,43.683,0.0141483194508,0.0196013328648,0.00905020084786,0.105556407916,0.0799292096805,0.139475257136,6.02487419113,141.644086602,106.622781114,762.776750306,941.666905704,30,79,10645.5260091,20914.5846025
4.8,288.9,0.0170412193744,0.0144768876893,0.0161907848998,0.079293179499,0.0998067011551,1.00594445116,7.65602471746,207.937506455,188.29256072,1138.92062837,1160.71329796,31,39,17291.4198274,34897.4740084
5.4,244.454,0.0149081163272,0.0163811222028,0.0121965457489,0.167055323533,0.0853758202421,0.940584014314,6.31222896961,74.0017932811,136.25089182,754.673175963,953.756242742,105,50,10138.7619792,20922.7596484
10.6,276.712,0.0324461072357,0.0377093981786,0.0347865407332,0.155479831769,0.166830388635,0.896507125093,3.54262452135,190.286662496,345.815108123,784.572008619,1658.47099677,18,24,9293.06901042,17947.853068
8.1,132.25,0.0136219533543,0.0102552473266,0.0142046268269,0.0967478097832,0.0585671767796,0.419026138361,9.61436354957,104.531834025,252.95875978,986.151349892,1042.9756855,90,18,18357.0650716,37865.8300781
5.9,441.15,0.0259478444238,0.0229691996102,0.0241526279465,0.0974500608169,0.0870835384982,2.31586641888,6.91829745559,326.266891812,213.748359278,1384.23319006,770.680669422,19,14,16371.0198396,31279.3549107
34.1,341.132,0.0896648512149,0.0396685362948,0.111124612828,0.288791303373,0.368558645724,1.07611562291,2.66485778101,56.5242535843,180.233181065,411.502777503,597.765836364,54,12,2919.71473524,5609.27205404
4.9,53.65,0.00837614277849,0.00666152073915,0.0096007084864,0.0656083705036,0.0508021741301,0.109121121384,9.40251480526,152.388810754,395.958381164,1500.8557277,2095.21481219,98,29,35815.5629584,69627.6694504
7.9,43.371,0.0100422425779,0.0101821904145,0.010227007536,0.104832066532,0.061362045216,0.229617507503,6.85160917772,73.1710187394,174.967893574,753.34174598,1049.80736144,107,37,11422.1828545,23776.6558277
30.0,60.6,0.046770341891,0.0547772115942,0.0433086468375,0.304986606609,0.178566125414,0.151374580876,3.16129493537,84.8700797266,84.0753098034,472.536605372,346.651382826,32,18,2762.7455101,5352.44034831
9.4,30.412,0.0172762576621,0.0237116865336,0.0105739384055,0.103356845381,0.0569424009743,0.129065001556,6.37489482596,296.915913734,355.933211191,1294.2264627,1916.75900259,20,30,18755.2893555,39224.9839844
7.5,28.125,0.0136117159111,0.0102185546976,0.016319387978,0.106684843121,0.08159693989,0.0234497827792,5.94545511259,97.8174398077,235.337447809,1021.24405351,1176.68723905,110,26,13474.1032227,26541.8050631
56.7,9.505,0.070135323739,0.07717486927,0.0714245003228,0.267341589286,0.142849000646,0.119921030076,2.44934633548,185.278586085,124.804051929,641.823849307,249.608103858,13,5,2483.50419734,4666.92978516
5.1,84.05,0.00924266335588,0.00649058135038,0.011472989995,0.0810673350831,0.04589195998,0.345277303284,10.4828003592,112.05629388,320.428924906,1399.58266198,1281.71569962,157,17,24009.2449119,52116.7603401
9.3,42.712,0.0123670013331,0.00972276679283,0.0147701183311,0.107830700059,0.062664304985,0.122318521283,5.04608561602,101.098190147,442.363182808,1121.23316855,1876.78803787,124,19,15153.8018129,30282.0734992
48.8,90.012,0.0894742416077,0.0518184408866,0.102035100706,0.237461927757,0.249933932582,0.235701364688,4.32488503348,134.100688804,157.579229493,614.526557192,385.988706319,22,7,5167.51583585,9494.62932478
