20160113_0002_0027,240,46.7,56.4,9.7,0.50,0.45,391
20160113_0002_0065,89,13.6,23.4,9.7,0.37,0.65,392
20160822_0001_0049,627,7.4,17.1,9.7,0.38,0.79,393
20160121_0001_0022,168,19.6,29.3,9.8,0.48,0.45,394
20160819_0002_0010,1391,65.3,75.1,9.8,0.49,0.43,395
20160113_0002_0064,7009,307.1,317.0,9.9,0.50,0.40,396
20160121_0001_0036,253,58.6,68.4,9.9,0.49,0.50,397
20141103_0001_0006,10,140.9,150.8,9.9,0.49,0.54,398
20160121_0001_0026,385,14.2,24.1,9.9,0.47,0.51,399
20160121_0001_0026,50,33.4,43.4,10.0,0.50,0.44,400
20160121_0001_0036,6592,149.0,159.0,10.0,0.46,0.53,401
20160111_0001_0014,2,26.2,36.2,10.0,0.45,0.48,402
20160819_0002_0014,1614,156.3,166.3,10.1,0.51,0.52,403
20160113_0002_0045,149,144.4,154.5,10.1,0.52,0.52,404
20160819_0002_0006,1433,546.7,556.8,10.1,0.50,0.58,405
20141103_0001_0022,1007,252.3,262.5,10.1,0.52,0.46,406
20141103_0001_0014,1679,0.4,10.5,10.1,0.19,0.55,407
20141103_0001_0019,50,4.9,15.1,10.2,0.48,0.40,408
