# users: Sarah Needham
# sample descripton: wtEGFR+EGF 2nM_top-up
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0046_fe178da0-f46a-4f6c-835e-71f5da67d87e,7,x,,,,,,118,157,,,,2,235
,,,x,,,,,58,107,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0046_fe178da0-f46a-4f6c-835e-71f5da67d87e,15,x,,,,,,171,200,,,,2,235
,,x,,,,,,102,161,,,
,,,x,,,,,47,94,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0046_fe178da0-f46a-4f6c-835e-71f5da67d87e,16,x,,,,,,142,221,,,,3,235
,,,x,,,,,121,140,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0046_fe178da0-f46a-4f6c-835e-71f5da67d87e,59,x,,,,,,55,63,,,,3,235
,,x,,,,,,65,71,,,
,,x,,,,,,80,85,,,
,,,x,,,,,4,21,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0046_fe178da0-f46a-4f6c-835e-71f5da67d87e,134,x,,,,,,112,231,,,,2,235
,,,x,,,,,66,101,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0046_fe178da0-f46a-4f6c-835e-71f5da67d87e,163,x,,,,,,98,186,,,,2,235
,,x,,,,,,77,96,,,
,,,x,,,,,25,71,,,
,,,x,,,,,14,22,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0046_fe178da0-f46a-4f6c-835e-71f5da67d87e,486,x,,,,,,85,114,,,,2,235
,,x,,,,,,76,82,,,
,,,x,,,,,42,71,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0046_fe178da0-f46a-4f6c-835e-71f5da67d87e,1476,x,,,,,,88,91,,,,2,235
,,x,,,,,,48,57,,,
,,x,,,,,,62,69,,,
,,x,,,,,,74,86,,,
,,x,,,,,,97,104,,,
,,x,,,,,,108,120,,,
,,x,,,,,,126,130,,,
,,x,,,,,,132,149,,,
,,x,,,,,,159,173,,,
,,x,,,,,,175,201,,,
,,,x,,,,,28,45,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0046_fe178da0-f46a-4f6c-835e-71f5da67d87e,2415,x,,,,,,219,229,,,,2,235
,,x,,,,,,207,212,,,
,,x,,,,,,101,105,,,
,,x,,,,,,107,110,,,
,,x,,,,,,119,122,,,
,,x,,,,,,159,163,,,
,,x,,,,,,171,174,,,
,,x,,,,,,165,169,,,
,,,x,,,,,58,66,,,
,,,x,,,,,179,187,,,
,,,x,,,,,194,200,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0046_fe178da0-f46a-4f6c-835e-71f5da67d87e,2567,x,,,,,,59,62,,,,2,235
,,x,,,,,,72,77,,,
,,x,,,,,,80,92,,,
,,x,,,,,,101,105,,,
,,x,,,,,,218,221,,,
,,x,,,,,,230,234,,,
,,,x,,,,,117,126,,,
