# users: Sarah Needham
# sample descripton: wtEGFR+EGF 2nM_top-up
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0064_b45a693b-f09b-482e-a712-47006f86e574,220,x,,,,,,118,124,,,
,,x,,,,,,127,170,,,
,,x,,,,,,73,87,,,
,,x,,,,,,89,99,,,
,,x,,,,,,101,116,,,
,,,x,,,,,2,62,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0064_b45a693b-f09b-482e-a712-47006f86e574,738,x,,,,,,192,197,,,
,,x,,,,,,210,215,,,
,,x,,,,,,218,223,,,
,,,x,,,,,126,131,,,
,,,x,,,,,133,143,,,
,,,x,,,,,148,156,,,
,,,x,,,,,158,180,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0064_b45a693b-f09b-482e-a712-47006f86e574,1109,x,,,,,,765,814,,,
,,,x,,,,,612,731,,,
,,,x,,,,,733,762,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0064_b45a693b-f09b-482e-a712-47006f86e574,1193,x,,,,,,161,169,,,
,,x,,,,,,171,196,,,
,,x,,,,,,198,213,,,
,,x,,,,,,215,233,,,
,,x,,,,,,241,250,,,
,,x,,,,,,235,239,,,
,,,x,,,,,123,153,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0064_b45a693b-f09b-482e-a712-47006f86e574,1876,x,,,,,,109,198,,,
,,,x,,,,,46,72,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0064_b45a693b-f09b-482e-a712-47006f86e574,3006,x,,,,,,519,802,,,
,,x,,,,,,805,848,,,
,,,x,,,,,324,327,,,
,,,x,,,,,330,333,,,
,,,x,,,,,341,351,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0064_b45a693b-f09b-482e-a712-47006f86e574,3492,x,,,,,,519,522,,,
,,,x,,,,,457,464,,,
,,,x,,,,,353,378,,,
,,,x,,,,,380,398,,,
,,,x,,,,,400,422,,,
,,,x,,,,,427,434,,,
,,,x,,,,,436,449,,,
,,,x,,,,,451,455,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0064_b45a693b-f09b-482e-a712-47006f86e574,7009,x,,,,,,828,834,,,
,,x,,,,,,819,826,,,
,,x,,,,,,791,805,,,
,,x,,,,,,765,775,,,
,,x,,,,,,753,759,,,
,,x,,,,,,610,615,,,
,,x,,,,,,619,622,,,
,,x,,,,,,696,698,,,
,,x,,,,,,700,707,,,
,,x,,,,,,718,731,,,
,,x,,,,,,733,737,,,
,,x,,,,,,745,748,,,
,,,x,,,,,629,667,,,
,,,x,,,,,669,673,,,
,,,x,,,,,675,690,,,
