# users: Sarah Needham
# sample descripton: wtEGFR+EGF 2nM_top-up
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0069_c349d74a-16fb-4beb-b675-c377c800be90,55,x,,,,,,192,231,,,,3,310
,,,x,,,,,106,166,,,
,,,x,,,,,72,101,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0069_c349d74a-16fb-4beb-b675-c377c800be90,299,x,,,,,,222,234,,,,2,310
,,x,,,,,,202,216,,,
,,x,,,,,,189,198,,,
,,x,,,,,,178,181,,,
,,x,,,,,,154,172,,,
,,,x,,,,,52,141,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0069_c349d74a-16fb-4beb-b675-c377c800be90,379,x,,,,,,72,80,,,,2,310
,,x,,,,,,54,65,,,
,,x,,,,,,44,48,,,
,,,x,,,,,20,29,,,
,,,x,,,,,2,18,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0069_c349d74a-16fb-4beb-b675-c377c800be90,631,x,,,,,,181,226,,,,2,310
,,x,,,,,,228,250,,,
,,,x,,,,,77,176,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0069_c349d74a-16fb-4beb-b675-c377c800be90,1461,x,,,,,,175,182,,,,2,310
,,x,,,,,,168,173,,,
,,x,,,,,,163,166,,,
,,x,,,,,,138,142,,,
,,x,,,,,,127,130,,,
,,x,,,,,,118,123,,,
,,x,,,,,,110,116,,,
,,,x,,,,,89,108,,,
,,,x,,,,,81,87,,,
,,,x,,,,,72,79,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0069_c349d74a-16fb-4beb-b675-c377c800be90,8341,x,,,,,,497,506,,,,450,739
,,x,,,,,,517,521,,,
,,x,,,,,,523,528,,,
,,x,,,,,,540,546,,,
,,x,,,,,,548,558,,,
,,x,,,,,,575,580,,,
,,x,,,,,,604,617,,,
,,x,,,,,,598,602,,,
,,x,,,,,,588,593,,,
,,,x,,,,,450,491,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0069_c349d74a-16fb-4beb-b675-c377c800be90,9955,x,,,,,,702,721,,,,450,740
,,,x,,,,,571,576,,,
,,,x,,,,,578,588,,,
,,,x,,,,,590,620,,,
,,,x,,,,,622,625,,,
,,,x,,,,,632,640,,,
,,,x,,,,,642,645,,,
,,,x,,,,,689,692,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0069_c349d74a-16fb-4beb-b675-c377c800be90,10119,x,,,,,,584,599,,,,450,740
,,,x,,,,,601,608,,,
