# users: Sarah Needham
# sample descripton: wtEGFR+EGF 2nM_top-up
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0045_91811fea-3d27-4734-9f67-5bbef4519906,20,x,,,,,,184,200,,,,2,200
,,,x,,,,,91,181,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0045_91811fea-3d27-4734-9f67-5bbef4519906,23,x,,,,,,160,200,,,,2,200
,,x,,,,,,110,155,,,
,,x,,,,,,104,108,,,
,,x,,,,,,98,102,,,
,,x,,,,,,86,91,,,
,,,x,,,,,2,81,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0045_91811fea-3d27-4734-9f67-5bbef4519906,54,x,,,,,,107,200,,,,2,200
,,,x,,,,,26,95,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0045_91811fea-3d27-4734-9f67-5bbef4519906,64,x,,,,,,73,92,,,,2,200
,,x,,,,,,104,152,,,
,,x,,,,,,94,102,,,
,,,x,,,,,40,69,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0045_91811fea-3d27-4734-9f67-5bbef4519906,149,x,,,,,,170,200,,,,2,200
,,,x,,,,,142,161,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0045_91811fea-3d27-4734-9f67-5bbef4519906,476,x,,,,,,155,184,,,,2,200
,,,x,,,,,40,152,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160113_0002_0045_91811fea-3d27-4734-9f67-5bbef4519906,2255,x,,,,,,136,155,,,,2,200
,,x,,,,,,157,179,,,
,,,x,,,,,59,128,,,
