# users: Sarah Needham
# sample descripton: wtEGFR+EGF 30nM (8+22)_top-up
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0032_d7e28aa3-8cfc-4d2e-92fd-238890fe07f4,11,x,,,,,,255,275,,,
,,,x,,,,,212,249,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0032_d7e28aa3-8cfc-4d2e-92fd-238890fe07f4,65,x,,,,,,32,111,,,
,,x,,,,,,115,134,,,
,,,x,,,,,2,17,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0032_d7e28aa3-8cfc-4d2e-92fd-238890fe07f4,66,x,,,,,,54,58,,,
,,x,,,,,,39,52,,,
,,,x,,,,,2,32,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0032_d7e28aa3-8cfc-4d2e-92fd-238890fe07f4,1119,x,,,,,,113,119,,,
,,x,,,,,,128,137,,,
,,x,,,,,,143,152,,,
,,x,,,,,,158,161,,,
,,x,,,,,,167,177,,,
,,x,,,,,,209,218,,,
,,x,,,,,,179,194,,,
,,x,,,,,,198,202,,,
,,,x,,,,,88,107,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0032_d7e28aa3-8cfc-4d2e-92fd-238890fe07f4,3535,x,,,,,,270,319,,,
,,,x,,,,,233,262,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0032_d7e28aa3-8cfc-4d2e-92fd-238890fe07f4,5677,x,,,,,,381,384,,,
,,x,,,,,,392,396,,,
,,x,,,,,,399,404,,,
,,x,,,,,,414,423,,,
,,x,,,,,,490,609,,,
,,x,,,,,,463,479,,,
,,x,,,,,,457,461,,,
,,x,,,,,,447,451,,,
,,,x,,,,,345,348,,,
,,,x,,,,,350,374,,,
