folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0009_6741375d-6273-429a-8a84-24e1b50c6d28,242,x,,,,,,170,248,,,,120,500
,,,x,,,,,120,167,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0009_6741375d-6273-429a-8a84-24e1b50c6d28,271,x,,,,,,183,207,,,,120,500
,,x,,,,,,215,264,,,
,,x,,,,,,209,212,,,
,,,x,,,,,150,169,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0009_6741375d-6273-429a-8a84-24e1b50c6d28,5659,x,,,,,,360,379,,,,120,500
,,,x,,,,,344,352,,,
,,,x,,,,,329,338,,,
,,,x,,,,,324,327,,,
,,,x,,,,,308,311,,,
,,,x,,,,,301,306,,,
,,,x,,,,,290,298,,,
,,,x,,,,,193,211,,,
,,,x,,,,,222,225,,,
,,,x,,,,,232,235,,,
,,,x,,,,,238,242,,,
,,,x,,,,,247,255,,,
,,,x,,,,,259,270,,,
,,,x,,,,,274,279,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0010_d476a103-e029-4c84-ad3e-fc7f04c796e9,11,x,,,,,,255,274,,,,150,400
,,,x,,,,,162,251,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0010_d476a103-e029-4c84-ad3e-fc7f04c796e9,42,x,,,,,,824,884,,,,750,1061
,,x,,,,,,886,1001,,,
,,,x,,,,,751,820,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0010_d476a103-e029-4c84-ad3e-fc7f04c796e9,216,x,,,,,,315,374,,,,150,400
,,,x,,,,,216,250,,,
,,,x,,,,,252,284,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0011_b33d89ba-ad3e-4311-ae87-a20d06caa89a,5,x,,,,,,134,200,,,,10,200
,,,x,,,,,30,129,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0011_b33d89ba-ad3e-4311-ae87-a20d06caa89a,20,x,,,,,,108,200,,,,10,200
,,,x,,,,,28,106,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0011_b33d89ba-ad3e-4311-ae87-a20d06caa89a,197,x,,,,,,117,200,,,,10,200
,,,x,,,,,62,111,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0011_b33d89ba-ad3e-4311-ae87-a20d06caa89a,2381,x,,,,,,186,200,,,,10,200
,,,x,,,,,153,182,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0011_b33d89ba-ad3e-4311-ae87-a20d06caa89a,2406,x,,,,,,195,200,,,,10,200
,,x,,,,,,164,169,,,
,,,x,,,,,135,153,,,
,,,x,,,,,98,133,,,
,,,x,,,,,63,92,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0011_b33d89ba-ad3e-4311-ae87-a20d06caa89a,14924,x,,,,,,1005,1010,,,,510,1027
,,x,,,,,,994,1000,,,
,,,x,,,,,814,849,,,
,,,x,,,,,855,863,,,
,,,x,,,,,869,887,,,
,,,x,,,,,889,894,,,
,,,x,,,,,896,899,,,
,,,x,,,,,901,916,,,
,,,x,,,,,918,926,,,
,,,x,,,,,928,942,,,
,,,x,,,,,947,950,,,
,,,x,,,,,977,985,,,
,,,x,,,,,965,975,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0013_6fdab4be-0242-40a2-8f6b-7d6f009d54ec,105,x,,,,,,304,330,,,,30,330
,,,x,,,,,138,297,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0014_0bd697f4-5da5-4fd6-ad58-5ce478219a72,2,x,,,,,,341,410,,,
,,x,,,,,,415,464,,,
,,,x,,,,,312,332,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0014_0bd697f4-5da5-4fd6-ad58-5ce478219a72,23,x,,,,,,230,299,,,
,,,x,,,,,178,217,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0014_0bd697f4-5da5-4fd6-ad58-5ce478219a72,201,x,,,,,,343,382,,,
,,,x,,,,,305,334,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0014_0bd697f4-5da5-4fd6-ad58-5ce478219a72,212,x,,,,,,197,246,,,
,,,x,,,,,56,195,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0014_0bd697f4-5da5-4fd6-ad58-5ce478219a72,220,x,,,,,,128,147,,,
,,,x,,,,,103,122,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0014_0bd697f4-5da5-4fd6-ad58-5ce478219a72,289,x,,,,,,79,86,,,
,,x,,,,,,88,92,,,
,,x,,,,,,94,99,,,
,,x,,,,,,101,109,,,
,,x,,,,,,111,138,,,
,,,x,,,,,9,71,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0015_c76fe88e-736d-421d-964b-69a824f647fe,258,x,,,,,,268,282,,,,2,301
,,,x,,,,,171,257,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160111_0001_0016_785b5113-381a-4761-a10e-59146833133e,13,x,,,,,,49,148,,,
,,,x,,,,,2,42,,,
