folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160819_0002_0001_30d30d43-d852-474b-a4aa-d11317407f40,116,x,,,,,,139,162,,,,90,440
,,x,,,,,,166,180,,,
,,x,,,,,,182,185,,,
,,x,,,,,,189,196,,,
,,,x,,,,,90,131,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160819_0002_0001_30d30d43-d852-474b-a4aa-d11317407f40,429,x,,,,,,134,161,,,,90,440
,,x,,,,,,163,179,,,
,,x,,,,,,181,190,,,
,,x,,,,,,192,205,,,
,,,x,,,,,99,129,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160819_0002_0002_2f6e9d15-bf27-4280-b734-fc114d23bebf,230,x,,,,,,210,330,,,,170,350
,,,x,,,,,170,185,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160819_0002_0002_2f6e9d15-bf27-4280-b734-fc114d23bebf,353,x,,,,,,293,350,,,,170,350
,,,x,,,,,171,290,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160819_0002_0002_2f6e9d15-bf27-4280-b734-fc114d23bebf,360,x,,,,,,282,288,,,,170,350
,,x,,,,,,291,294,,,
,,x,,,,,,296,304,,,
,,x,,,,,,306,315,,,
,,x,,,,,,317,323,,,
,,x,,,,,,325,329,,,
,,x,,,,,,331,337,,,
,,,x,,,,,260,271,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160819_0002_0002_2f6e9d15-bf27-4280-b734-fc114d23bebf,5142,x,,,,,,305,308,,,,170,350
,,x,,,,,,314,318,,,
,,x,,,,,,329,337,,,
,,,x,,,,,208,216,,,
,,,x,,,,,228,233,,,
,,,x,,,,,235,248,,,
,,,x,,,,,250,256,,,
,,,x,,,,,269,278,,,
,,,x,,,,,285,291,,,
,,,x,,,,,295,300,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160819_0002_0003_9c9a6ff0-5b50-4151-a5fa-eac9bf512599,585,x,,,,,,204,211,,,,2,350
,,x,,,,,,230,238,,,
,,x,,,,,,241,255,,,
,,x,,,,,,266,269,,,
,,x,,,,,,257,260,,,
,,,x,,,,,117,128,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160819_0002_0003_9c9a6ff0-5b50-4151-a5fa-eac9bf512599,706,x,,,,,,246,263,,,,2,350
,,x,,,,,,271,276,,,
,,,x,,,,,220,223,,,
,,,x,,,,,227,231,,,
